index,name,type,category,Courriel,Type.1,Région,Periodicité,Province,Ville,Catégorie,Groupe de presse,Télécopieur,Site web,Code postal,Spécialisations,Téléphone,Adresse
1457,The Nation,Périodique,,beesum@beesum-communications.com,Périodique,Montréal,Bimensuel,QC,Montréal,Média ethnique,,514 278-9914,www.nationnews.ca,H2T 2T3,,514 272-3077,"4529, rue Clark, #403 "
1458,The National Post,Quotidien,Postmedia,ghamilton@nationalpost.com,Quotidien,Montréal,,QC,Montréal,,Postmedia,514 877-3200,www.nationalpost.com,H3B 5L1,,514 877-4250,"1010, Sainte-Catherine O., #200 "
1459,The North American Filipino Star,Pér,Indépendant,market@filiinostar.org,Pér,Montréal,Mensuel,QC,Montréal,Média ethnique,Indépendant,514 485-3076,www.filipinostar.org,H3T 1Y6,Communauté phillipine,514 485-7861,"5320-A, rue Queen Mary "
1460,The North Shore News,Hebdo régional,Indépendant,editor@the-news.ca,Hebdo régional,Montréal,Bimensuel,QC,Laval,,Indépendant,(450) 687-6330,www.ns-news.com,H7V 1S1,,(450) 978-9999,"3860, boulevard Notre-Dame "
1461,The Outaouais Informer,Hebdo régional,,,Hebdo régional,Outaouais,,QC,Aylmer,,,(819) 682-4348,,J9H 1A2,,(819) 682-6397,"210, Aylmer road, #23 "
1462,The Outlet,Hebdo régional,Indépendant,outletjournal@sympatico.ca,Hebdo régional,Estrie,,QC,Magog,,Indépendant,819 843-0736,www.outletjournal.com,J1X 3W8,,819 843-8426,C. P. 201 
1463,The Review,Internet,,review@thereview.on.ca,Internet,Ontario,,ON,Vankleel Hill,,,613 678-2700,,K0B 1R0,,613 678-3327,"76 Main Street E.,  PO BOX 160"
1464,The Senior Times,Pér,Indépendant,editor@theseniortimes.com,Pér,Montréal,Mensuel,QC,Montréal,,Indépendant,514 484-8254,www.theseniortimes.com,H4A 3J8,Personnes âgées,514 484-5033,"4077, boul. Décarie "
1465,The Sherbrooke Record,,Indépendant,newsroom@sherbrookerecord.com,,Estrie,,QC,Sherbrooke,,Indépendant,819 821-3179,www.sherbrookerecord.com,J1G 1Y7,,819 569-6345,"1195, Galt Est "
1466,The Southwest News,Périodique,,ed.a.pomerleau@rocler.qc.ca,Périodique,,,QC,Valleyfield,,,(450) 371-4237,,J6T 4M8,,(450) 371-8051,"52, Nicholson, #201 "
1467,The Stanstead Journal,Hebdo régional,Indépendant,info@stanstead-journal.com,Hebdo régional,Estrie,Hebdomadaire,QC,Stanstead,,Indépendant,819 876-7515,www.stanstead-journal.com,J0B 3E0,Affaires régionales - Communautaire,819 876-7514,"620, Dufferin "
1468,The Suburban,Hebdo régional,Indépendant,suburban@thesuburban.com,Hebdo régional,Montréal,Hebdomadaire,QC,Ville Saint-Laurent,,Indépendant,514 484-9616,www.thesuburban.com,H4T 1V6,Affaires régionales,514 484-1107,"7575, route transcanadienne, #105 "
1469,The Toronto Star,Quotidien,,city@thestar.ca,Quotidien,Canada anglais,,ON,Toronto,,,416 869-4328,www.thestar.com,M5E 1E6,,416 869-4300,"1, Yonge Street Fifth Floor "
1470,The Township Sun,Pér,Indépendant,contact@townshipssun.ca,Pér,Estrie,9 fois l'an,QC,Sherbrooke,Média communautaire,Indépendant,819 566-7424,,J1M 1K7,,819 566-7424,"257, Queen Street, #600 PO.Box"
1471,The Voice of Community,Périodique,Indépendant,voicecanada@videotron.ca,Périodique,Montréal,Bimensuel,QC,Dollard-des-Ormeaux,Média ethnique,Indépendant,514 696-9493,www.unitedcommunityvoice.com,H9G 2K3,Communauté russe,514 573-7282,"Russian Canadian Newspaper 308, Blue Haven Drive"
1472,The Weekly Banglabarta,Périodique,,,Périodique,Montréal,Hebdomadaire,QC,Montréal,,,(514) 274-6387,,H3N 2A3,,(514) 272-8017,"7642, Durocher "
1473,The West East,,Indépendant,wemontreal@gmail.com,,Montréal,Hebdomadaire,QC,Montréal,Média ethnique,Indépendant,514 484-9282,1001news.ca,,,514 484-2214,
1474,The West Island Chronicle,Hebdo régional,TC Media,info.chronicle@tc.tc,Hebdo régional,Montréal,Hebdomadaire,QC,Dorval,,TC Media,514 685-3923,www.westislandchronicle.com,H9S 5T8,Affaires régionales,514 636-7314,"455, Boulevard Fénelon, #303 "
1475,The West Island Times,Hebdo régional,,k.woodhousetimes@hudson.net,Hebdo régional,Montréal,Hebdomadaire,QC,Pointe-Claire,,,(514) 694-6860,,H9R 1E9,,(514) 694-6789,"189, boul. Hymus, #202 "
1476,The West-Quebec Post,Hebdo régional,Indépendant,abawqp@videotron.ca,Hebdo régional,Outaouais,Hebdomadaire,QC,Gatineau,,Indépendant,819 684-6428,,J9H 6A6,Affaires régionales,819 684-4755,"181, Principale, #C-10 "
1477,The Westmount Examiner,Hebdo régional,TC Media,,Hebdo régional,Montréal,Hebdomadaire,QC,Westmount,,TC Media,514 484-6028,www.westmountexaminer.com,H3Z 2N2,Affaires régionales,514 484-5610,"345, Victoria, #508 "
1478,The Westmount Times,Hebdo régional,Indépendant,redaction@proxima-p.qc.ca,Hebdo régional,Montréal,Mensuel,QC,Ville Mont-Royal,,Indépendant,514 736-7855,www.proxima-p.qc.ca,H4P 2K3,Affaires régionales,514 736-1133,"8180, ch. Devonshire, #9 "
1479,Toile du Québec,Internet,Quebecor,,Internet,Montréal,,QC,Montréal,,Quebecor,(514) 847-9151,www.toile.qc.ca,H3A 2N4,,(514) 847-9155,"1801, Mc Gill College, #500 "
1480,TopoLocal Saint-Jérôme,Internet,Indépendant,stjerome@topolocal.ca,Internet,Laurentides,,QC,Saint-Jérôme,,Indépendant,,stjerome.topolocal.ca,J7Z 4R5,,,"381, rue O'Shea "
1481,Touki Productions,Radio,Indépendant,info@toukimontreal.com,Radio,Montréal,,QC,Montréal,Média communautaire,Indépendant,,toukimontreal.com,H3H 1K3,Actualités africaines,514 972-6532,"1947, boul. Maisonneuve O., #8 "
1482,Tourisme Plus,Magazine,Indépendant,info@tourismeplus.com,Magazine,Montréal,Hebdomadaire,QC,Montréal,,Indépendant,514 881-8292,www.tourismeplus.com,H3L 3N5,Tourisme - Voyages,514 881-8583,"C.P.7, Succursale Ahuntsic "
1483,Toutexpress.ca,Internet,TC Media,normand.laberge@tc.tc,Internet,Montérégie,,QC,La Praire,,TC Media,450 659-6261,www.monteregieplus.com,J5R 1E5,,450 659-6515,"222, Saint-Ignace "
1484,Town of Mount Royal Journal,Hebdo régional,Indépendant,,Hebdo régional,Montréal,Mensuel,QC,Saint-Laurent,,Indépendant,(514) 744-4377,,H3P 3G4,,(514) 739-5839,"823, Décarie C.P. 697, Succ. Ville-Mont-Royal"
1485,Transport routier,,Ind./Petit groupe,redacteur@transportroutier.ca,,Montréal,,QC,Montréal,,Ind./Petit groupe,514 335-5540,transportroutier.ca,H4C 1V4,Camionnage ,514 938-0639,"6450, Notre-Dame O., #100 "
1486,Tremblant Express,Pér,Indépendant,gvincent@tremblantexpress.com,Pér,Laurentides,Mensuel,QC,Mont-Tremblant,,Indépendant,819 425-7720,www.tremblantexpress.com,J8E 1K4,Affaires régionales,819 425-7875 ,"2046-2, ch. du Village "
1487,Trente,,Indépendant,info@fpjq.org,,Montréal,,QC,Montréal,,Indépendant,514 522-6071,www.fpjq.org,H2J 1X6,,514 522-8033,"1012, av. du Mont-Royal Est Bureau 105"
1488,Tribune de la presse Ottawa,,Indépendant,,,Outaouais,,ON,Ottawa,,Indépendant,613 996-2076,www.press-presse.ca,K1P 5A4,,613 992-6517,"Édifice national de la presse 150, Wellington, #607"
1489,Tribune de la presse Québec,,Indépendant,,,Québec,,QC,Québec,,Indépendant,418 643-4151,,G1R 5J1,,418 643-1357,"Édifice André-Laurendeau 1050, des Parlementaires Bur 2.25 1er étage"
1490,Tribune Express,,Éditions André Paquette,nouvelles@eap.on.ca,,Canada anglais,,ON,Hawbesbury,,Éditions André Paquette,,,KGA 3H1,,613 632-4155,"1100, Aberdeen "
1491,Tribune grecque canadienne,Pér,Indépendant,info@bhma.net,Pér,Montréal,Hebdomadaire,QC,Montréal,Média ethnique,Indépendant,514 272-3157,www.bhma.net,H3N 2N8,Communauté grecque,514 272-6873,"7835-B, Wiseman "
1492,Trois-Rivières métro,Hebdo régional,Indépendant,publicite@metro.com,Hebdo régional,Mauricie,Mensuel,QC,Trois-Rivières,,Indépendant,(819) 374-9455,www.journalmetro.com,G8Z 4J2,Affaires régionales,(819) 374-9382,"5775, boul. Jean-XXIII "
1493,TSN Radio 690,Radio,Bell Media,live@tsn690.ca,Radio,Montréal,,Québec,Montréal,,Bell Media,,tsn690.ca,H2L 4T9,Sports,514 931-4487,"1717, boulevard René-Lévesque Est "
1494,TV 9 (CMCL-TV),Télévision,Quebecor,,Télévision,Montréal,,QC,Laval,Média communautaire,Quebecor,(450) 664-1748,,H7E 4P2,,(450) 664-1428,"2830, rang Saint-Elzéar E. "
1495,TV Hebdo,Pér,Quebecor,tvhebdo@tvapublications.com,Pér,Montréal,Hebdomadaire,QC,Longueuil,,Quebecor,514 848-7070,www.tvhebdo.com,J4K 5G7,Télévision,514 848-7000,1010 Sérigny Street 
1496,TV Plus,Magazine,Telemedia,,Magazine,Montréal,Hebdomadaire,QC,Montréal,,Telemedia,(514) 499-1844,,H3A 2A6,,(514) 499-0561,"2001, Université, #900 "
1497,TV5,Tél,Indépendant,quecan@tv5.org,Tél,Montréal,,QC,Montréal,,Indépendant,514 522-6572,www.tv5.ca,H2K 4P6,Actualités - Francophonie,"514 522-5322, #153","1755, boul. René-Lévesque E., #101 "
1498,TV5 Toronto,Tél,Indépendant,,Tél,Ontario,,ON,Toronto,,Indépendant,,www.tv5.ca     www.unis.ca,M5A 1K8,,,"340, rue King Est, #210 "
1499,TVA (Argent),Internet,,bmooney@webfin.com,Internet,Montréal,,QC,Montréal,,,514847-9151,http://argent.canoe.com,H2L 4P2,Finances,"514 847-9155, #3151","1600, boul. de Maisonneuve E. 10e étage"
1500,TVA Sports,Télévision,,,Télévision,,,QC,Montréal,,,,www.tvasports.ca,H2L 4P2,,514 598-2869,"1600, boul. de Maisonneuve E. 10e étage"
1501,TVC 9,Tél,Indépendant,tvc9@cablevision.ca,Tél,Abitibi-Témiscamingue,,QC,Val-d’Or,Média communautaire,Indépendant,,tvc9.cablevision.qc.ca,J9P 2M5,,1 800 567-6353,"45, boul. Hôtel de ville "
1502,TVC 9,Tél,,tvc9@cablevision.qc.ca,Tél,Abitibi-Témiscamingue,,QC,Rouyn-Noranda,Média communautaire,,819 762-5574,www.tvc9.cablevision.qc.ca,J9X 7H3,,1 800 567-6353,"155, Avenue du Portage "
1503,TVCBF - Télé communautaire des Bois-Francs,Tél,Indépendant,info@tvcbf.qc.ca,Tél,Québec,,QC,Victoriaville,Média communautaire,Indépendant,819 758-2399,www.tvcbf.qc.ca,G6P 3Z6,,819 758-3688,"134, Notre-Dame E "
1504,TVCL Télévision communautaire Laurentides-Lanaudières,Tél,Cogeco,info@tvcl.ca,Tél,Laurentides,,QC,Mont-Tremblant,Média communautaire,Cogeco,819 429-5082,www.tvcl.ca,J8E 1K4,,819 429-6655,"1875, chemin du village, #202 "
1505,Umeed Weekly Canada,,,info@umeedtv.com,,,,Qc,Lasalle,,,514 360-1547,umeedtv.com,H8N 2V7,Communauté pakistanaise ,514 360-1736,"2277, rue Leger, #202 "
1506,"Université d'Ottawa, Bac. en journalisme",Maison d'enseignement,,pbrunet@uottawa.ca,Maison d'enseignement,Outaouais,,ON,Ottawa,,,613 562-5240,www.uottawa.ca,K1N 6N5,,613 562-5238,75 Laurier Avenue East 
1507,Université de Montréal,Maison d'enseignement,,info@fep.umontreal.ca,Maison d'enseignement,Montréal,,QC,Montréal,,,514 343-2447,,H3C 3J7,,514 343-6111,"Faculté de l'éducation perm./cert. en journalisme 3744, Jean-Brillant, C.P. 6128, Succ. Centre-ville"
1508,Université Concordia - Bac en journalisme,Maison d'enseignement,Indépendant,brian.gabrial@concordia.ca,Maison d'enseignement,Montréal,,QC,Montréal,,Indépendant,514 848-2473,http://journalism.concordia.ca/,H4B 1R6,,"514 848-2424, #2465","7141, Sherbrooke O. "
1509,Université de Moncton,Maison d'enseignement,Indépendant,,Maison d'enseignement,Canada anglais,,NB,Moncton,,Indépendant,506 858 4166,www.umoncton.ca/repertoire/1er_cycle/prog_arts_sc_soc_ba_maj_icom.htm,E1A 3E9,,506 858 4287,18 avenue Antonine-Maillet 
1510,Université de Sherbrooke - Département des communications,Maison d'enseignement,Indépendant,dlc@usherbrooke.ca,Maison d'enseignement,Estrie,,QC,Sherbrooke,Média étudiant,Indépendant,,http://www.usherbrooke.ca/dlc,J1K 2R1,,819 821-7266,"2500, boul. de l'Université "
1511,Université du Québec à Montréal,Maison d'enseignement,,prog-journalisme@uqam.ca,Maison d'enseignement,Montréal,,QC,Montréal,,,514 987-4650,www.faccom.uqam.ca,H3C 3P8,,514 987-3647,"Département de communication C.P. 8888, Succursale Centre-ville"
1512,Université du Québec en Outaouais,Maison d'enseignement,,anyck.dauphin@uqo.ca,Maison d'enseignement,,,QC,Gatineau,,,,www.uqo.ca/dep/sciences-sociales,J8X 3X7,,819 595-3900 ,"Case postale 1250, succursale Hull "
1513,Université Laval,Maison d'enseignement,Indépendant,,Maison d'enseignement,Montréal,,QC,Sainte-Foy,,Indépendant,,www.com.ulaval.ca,G1K 7P4,,418 656-8212,Département information et communication Pavillon Louis-Jacques Casault
1514,Université McGill,Maison d'enseignement,Indépendant,anes@mcgill.ca,Maison d'enseignement,Montréal,,QC,Montréal,,Indépendant,514 398-8557,www.mcgill.ca/ahcs,H3A 0G5,,514 398-2850,"Département de langue et de littérature française 853, Sherbrooke O, #265"
1515,Urbania,Magazine,Indépendant,info@urbania.ca,Magazine,Montréal,4 fois l'an,QC,Montréal,,Indépendant,514 989-8085,www.urbania.ca,H2L 1E6,,"514 989-9500, #47","880, Roy Est, #200 "
1516,Urgence,Magazine,,,Magazine,Laurentides,6 fois l'an,QC,Lachenaie,,,,,J6W 5R7,,(514) 964-3719,"153, Carré de la Baie "
1517,V Abitibi,Tél,RNC Media,nouvelles@rncmedia.ca,Tél,Abitibi-Témiscamingue,,QC,Rouyn-Noranda,,RNC Media,819 762-2466,www.vabitibi.ca,J9X 1G5,,819 762-0744,"380, Murdoch "
1518,V Estrie,Tél,Indépendant,infoestrie@projet-momentum.tv,Tél,Estrie,,QC,Sherbrooke,,Indépendant,819 822-4205,www.vtele.ca/,J1L 1Z9,,819 565-9232,"3720, boul. Industriel "
1519,V Mauricie,Tél,Indépendant,,Tél,Mauricie,,QC,Trois-Rivières,,Indépendant,,www.vtele.ca/,G9A 4W8,,819 377-6053,"926, rue notre-dame centre "
1520,V Montréal,Tél,Indépendant,marianned@datsit.tv,Tél,Montréal,,QC,Montréal,,Indépendant,,www.vtele.ca,H3B 1A5,,"514 284-2222, #1148","355, Ste-Catherine O., 3e étage "
1521,V Québec,Tél,Indépendant,,Tél,Québec,,QC,Québec,,Indépendant,418-624-8930,www.vtele.ca/,G1K 9C5,,418-624-2222,"330, Saint-Vallier E. #335 "
1522,V Saguenay,Tél,Indépendant,saguenay@regionsinfo3.ca,Tél,Saguenay-Lac-St-Jean,,QC,Jonquière,,Indépendant,418 542-7217,www.vtele.ca/,G7X 5Z2,,418 542-4551,"2303, Sir Wilfrid Laurier "
1523,V Toronto,Télévision,Indépendant,,Télévision,Canada anglais,,ON,Toronto,,Indépendant,416-921-8605,www.vtele.ca,M5R 3K5,,416-515-7979,"99, Yorkville Avenue Suite 200"
1524,Vallée-du-Richelieu Express,Hebdo régional,TC Media,,Hebdo régional,,,QC,Mont-St-Hilaire,,TC Media,,,J3H 6M5,,450 467-4666,"430, boul. Sir Wilfried-Laurier, #203 "
1525,Valleyfield Express,,TC Media,julie.voyer@transcontinental.ca,,Montérégie,,,Châteauguay,,TC Media,514-363-3895,http://www.valleyfieldexpress.ca/,J6J 3H6,,450-692-9111,"69, boul. St-Jean-Baptiste, 2e étage "
1526,Vamp,Magazine,Independant,,Magazine,Montréal,6 fois l'an,QC,Montréal,,Independant,(514) 251-8683,,H1V 2Y3,,(514) 251-4686,"2039, Sicard "
1527,Vaudreuil-Soulanges,Hebdo régional,Néomédia.com,,Hebdo régional,Montérégie,,QC,Vaudreuil-Dorion,,Néomédia.com,418 222-5699,http://www.neomedia.com/vaudreuil-soulanges,J7V 2N1,,514 218-7772,"418, Avenue Saint-Charles, #201-G "
1528,Vélo Québec Éditions - Vélo Mag,Magazine,Indépendant,velo_mag@velo.qc.ca,Magazine,Montréal,6 fois l'an,QC,Montréal,,Indépendant,514 521-5711,www.velomag.com,H2J 2J9,Sports & Loisirs,"514 521-8356, #391","1251, Rachel E. "
1529,Verseau International,Télévision,Indépendant,courrier@verseauintl.com,Télévision,Montréal,,QC,Montréal,,Indépendant,(514) 848-9908,,H3A 2H7,Documentaires,(514) 848-9814,"1435, de Bleury, #511 "
1530,Vice,,,,,Montréal,,QC,Montréal,,,,vice.com/en_ca,H3C 2P2,,514 286-5224,"127-B, rue King "
1531,Vice Versa,Magazine,Independant,vice@generation.net,Magazine,Montréal,6 fois l'an,QC,Montréal,,Independant,(514) 847-1593,,H2X 2T7,,(514) 847-1593,"3575, boul. Saint-Laurent, #405 "
1532,Vidéo-Presse,Magazine,,,Magazine,Montréal,,QC,Montréal ,,,(514) 322-4281,,H1H 1L1,,(514) 322-7341,"3965, boul. Henri-Bourassa  E. "
1533,Vie & Santé,Magazine,Indépendant,info@vie-sante.com,Magazine,Montréal,9 fois l'an,QC,Lachine,,Indépendant,514 842-5375,www.vie-sante.com,H8T 3L8,Santé,514 637-2747,"714, 36e avenue, #102 "
1534,Vie des Arts,Magazine,Indépendant,redaction@viedesarts.com,Magazine,Montréal,4 fois l'an,QC,Montréal,,Indépendant,514 282-0235,www.viedesarts.com,H2T 2A4,Arts et culture,514 282-0205,"5605, ave de Gaspé, #603 "
1535,Vin Québec,Magazine,,info@vinquebec.com,Magazine,,,QC,,,,,www.vinquebec.com,,,,
1536,Virgin Radio - 96,Radio,Bell Media,infodesk@virginradio.ca,Radio,Montréal,,QC,Montréal,,Bell Media,514 931-3977,www.montreal.virginradio.ca,H3H 2R1,,514 790-9696,"1411, rue Fort, # 3ème étage "
1537,Visages,Périodique,Indépendant,visages@interlinx.qc.ca,Périodique,Estrie,11 fois l'an,QC,Sherbrooke,,Indépendant,(819) 562-9581,,J1H 5A9,Affaires régionales - Arts et culture,(819) 562-6489,"67, Wellington Nord "
1538,Vision Terre et Forêt,Périodique,Quebecor,redaction.rimouski@hebdosquebecor.com,Périodique,Bas-St-Laurent,Mensuel,QC,Rimouski,,Quebecor,418 721-1222 ,www.hebdosquebecor.com/vis/index_vis.asp,G5L 9G6,Agriculture,418 721-1212 ,"217, av. de Leonidas Est C.P. 3217, succursale A"
1539,Vitalité économique,Magazine,Indépendant,redaction@vitaliteeconomique.com,Magazine,Bas-St-Laurent,6 fois l'an,QC,Rimouski,,Indépendant,418 862-4819,www.vitaliteeconomique.com,G5L 4B5,,418 734-0888,"76, rue Saint-Germain O, #121 "
1540,Viva-Média,Hebdo régional,Indépendant,nouvelles@viva-media.ca,Hebdo régional,Montérégie,,QC,Vaudreuil-Dorion,,Indépendant,450 455-1050,www.viva-media.ca,J7V 2N4,,450 455-7955,"469, av. Saint-Charles "
1541,Vivre,Périodique,Indépendant,,Périodique,Montréal,Mensuel,QC,Laval,Média communautaire,Indépendant,(450) 973-8414,,H7V 3J1,Communautaire - Famille - Santé,(450) 973-8787,"828, 79e Avenue "
1542,Vivre à la campagne,Magazine,Indépendant,abourgault@editionsjeanrobert.com,Magazine,Montérégie,4 fois l'an,QC,Terrebonne,,Indépendant,,www.vivrealacampagne.ca,J6Y 1N9,agriculture,450 965-9494,"300, Rue George-VI "
1543,Vivre dans les Laurentides,Hebdo régional,Indépendant,,Hebdo régional,Laurentides,Bimensuel,QC,Saint-Hippolyte,,Indépendant,(450) 563-4033,,J0R 1P0,,(450) 563-4550,"2282, des Hauteurs "
1544,Voir (Gatineau-Ottawa),Périodique,,info@gatineau.voir.ca,Périodique,Outaouais,Hebdomadaire,ON,Ottawa,,,613 237-8220,www.voir.ca,K1R 6P6,Actualités - Arts et culture - Société,613 237-8226,"704, rue Somerset O. "
1545,Voir (Mauricie),Périodique,Indépendant,info@mauricie.voir.ca,Périodique,Mauricie,Hebdomadaire,QC,Trois-Rivières,,Indépendant,819 378-2805,www.voir.ca,G9A 5G4,Arts et culture - Tourisme,819 378-3339,"1285, rue Notre-Dame C.p. 413"
1546,Voir (Montréal),Périodique,Indépendant,info@mtl.voir.ca,Périodique,Montréal,Hebdomadaire,QC,Montréal,,Indépendant,514 848-9004,www.voir.ca,H3C 2N8,Actualités - Arts et culture - Société,514 848-0805,260 rue Queen 
1547,Voir (Québec),Pér,Mishmash,info@voir.ca,Pér,Québec,Hebdomadaire,QC,Québec,,Mishmash,,www.voir.ca,G1K 3C7,Actualités - Arts et culture - Société,418 478-1756,"771, rue Saint-Joseph E., #205 "
1548,Voir (Saguenay),Périodique,,info@saguenay.voir.ca,Périodique,Saguenay-Lac-St-Jean,Hebdomadaire,QC,Saguenay,,,,www.voir.ca,G7G 1Y3,,418 590-3957,"2685, rue Roussel Arrondissement Chicoutimi"
1549,Voix d'ailleurs,Internet,Indépendant,info@voixdailleurs.com,Internet,Montréal,,QC,Laval,Média communautaire,Indépendant,,http://www.voixdailleurs.com/,H7H 2Z7,,514 994-3449,1262 Rue Bienville 
1550,Voix Pop,Hebdo régional,TC Media,redaction_ouest@tc.tc,Hebdo régional,Montréal,,QC,Dorval,,TC Media,514 636-7317,journalmetro.com/local/sud-ouest,H9S 1B3,,514 636-7314,"455, Fénelon, #303 "
1551,Vrak TV,Tél,Bell Media,,Tél,Montréal,,QC,Montréal,,Bell Media,514 939-3151,www.vrak.tv,H2L 4T9,,514 938-3330,"1717, boulevard René-Lévesque E. "
1552,Vue sur la Bourgogne,Pér,,,Pér,Montréal,4 fois l'an,QC,Montréal,Média communautaire,,(514) 931-3201,petitebourgogne.org,H3J 1Y2,Communautaire,(514) 931-4302,"741, des Seigneurs "
1553,"W K N D 91,9 FM (CJEC FM)",Radio,Ind./Petit groupe,nouvelles@wknd.fm,Radio,,,QC,Québec ,,Ind./Petit groupe,418 717-9919,www.wknd.fm,G2J 0C1,,418 682-8433,"815, boulevard Lebourgneuf, #505 "
1554,webzineshowtime.com,Internet,Indépendant,,Internet,Montérégie,,QC,Ste-Julie,,Indépendant,450 448-3776,www.webzineshowtime.com,J3E 0A8,,450 338-0848,"C.P. 88012 1700, chemin du Fer-à-Cheval"
1555,West-End Chronical,Hebdo régional,TC Media,themonitor@transcontinental.ca ,Hebdo régional,Montréal,Hebdomadaire,QC,Westmount,,TC Media,514 481-3492,,H3Z 2M6,Affaires régionales,514 481-7510,"245, av. Victoria, #10 "
1556,Whalley Abbey Media,,,info@wamgrp.com,,Montréal,,QC,Westmount,,,,http://wamgrp.com/,H3Z 2A7,,514 846-1940,"1303, av. Greene, #300 "
1557,Windsurfer,Internet,,,Internet,,,,,,,,www.vir.com/~windsurfer/home/wsq.htm,,,,
1558,Wow FM,Radio,Quebecor,meochlx@rncmedia.ca,Radio,Outaouais,,QC,Gatineau,,Quebecor,819 770-9740,,J8Z 1W5,,819 770-9710,"171-A, Jean-Proulx "
1559,www.maroc-quebec.com,Internet,Indépendant,,Internet,Montréal,,,,,Indépendant,,,,,,
1560,Yoga Mondô,Magazine,Indépendant,yogamondo@yahoo.fr,Magazine,Montréal,4 fois l'an,QC,Montréal,,Indépendant,,http://www.yogamondo.com,H2G 1H1,,514 880-8303,"1494, rue St-zotique "
1561,Your Local Journal,Pér,,editor@yourlocaljournal.ca,Pér,Montérégie,Hebdomadaire,QC,Vaudreuil,,,,www.yourlocaljournal.ca,J7V 8P2,,450 510-4007,"3100, boul. Harwood, #201 "
1562,Zone,Internet,,,Internet,,,,,,,,www.iconn.ca/zone451,,,,
1563,Zone Campus,Pér,Indépendant,redaction.zc@uqtr.ca,Pér,Mauricie,Bimensuel,QC,Trois-Rivières,Média étudiant,Indépendant,819 376-5239,www.zonecampus.ca,G9A 5H7,,"819 376-5184, #3","3351, Boul. des Forges Pavillon Pierre-Boucher"
